starttime	seconds	ctime	dtime	ttime	wait
Thu Apr 09 06:57:01 2015	1428577021	50	38	89	36
Thu Apr 09 06:57:01 2015	1428577021	55	38	94	36
Thu Apr 09 06:57:01 2015	1428577021	53	42	95	38
Thu Apr 09 06:57:01 2015	1428577021	55	45	100	40
Thu Apr 09 06:57:02 2015	1428577022	60	40	100	35
Thu Apr 09 06:57:01 2015	1428577021	68	45	113	42
Thu Apr 09 06:57:01 2015	1428577021	68	47	115	42
Thu Apr 09 06:57:01 2015	1428577021	69	50	119	45
Thu Apr 09 06:57:01 2015	1428577021	75	45	120	42
Thu Apr 09 06:57:01 2015	1428577021	91	48	140	46
