starttime	seconds	ctime	dtime	ttime	wait
Thu Apr 09 05:39:19 2015	1428572359	35	50	85	47
Thu Apr 09 05:39:21 2015	1428572361	37	51	89	48
Thu Apr 09 05:39:21 2015	1428572361	38	51	89	50
Thu Apr 09 05:39:20 2015	1428572360	36	54	89	50
Thu Apr 09 05:39:19 2015	1428572359	37	53	90	47
Thu Apr 09 05:39:21 2015	1428572361	37	53	90	49
Thu Apr 09 05:39:20 2015	1428572360	37	53	90	48
Thu Apr 09 05:39:18 2015	1428572358	36	53	90	49
Thu Apr 09 05:39:18 2015	1428572358	36	54	90	51
Thu Apr 09 05:39:19 2015	1428572359	36	54	90	48
Thu Apr 09 05:39:21 2015	1428572361	39	51	90	46
Thu Apr 09 05:39:19 2015	1428572359	35	55	90	53
Thu Apr 09 05:39:20 2015	1428572360	40	50	90	48
Thu Apr 09 05:39:21 2015	1428572361	36	54	90	49
Thu Apr 09 05:39:19 2015	1428572359	37	53	90	49
Thu Apr 09 05:39:22 2015	1428572362	35	55	90	51
Thu Apr 09 05:39:19 2015	1428572359	35	57	92	56
Thu Apr 09 05:39:20 2015	1428572360	37	57	93	52
Thu Apr 09 05:39:20 2015	1428572360	36	57	94	51
Thu Apr 09 05:39:18 2015	1428572358	39	55	94	53
Thu Apr 09 05:39:20 2015	1428572360	33	61	94	56
Thu Apr 09 05:39:19 2015	1428572359	42	53	95	48
Thu Apr 09 05:39:21 2015	1428572361	41	54	95	51
Thu Apr 09 05:39:19 2015	1428572359	40	55	96	50
Thu Apr 09 05:39:19 2015	1428572359	44	52	96	48
Thu Apr 09 05:39:20 2015	1428572360	39	57	96	50
Thu Apr 09 05:39:20 2015	1428572360	39	61	99	59
Thu Apr 09 05:39:21 2015	1428572361	39	61	100	55
Thu Apr 09 05:39:18 2015	1428572358	41	59	100	53
Thu Apr 09 05:39:21 2015	1428572361	34	66	100	63
Thu Apr 09 05:39:22 2015	1428572362	45	55	100	54
Thu Apr 09 05:39:21 2015	1428572361	37	63	100	58
Thu Apr 09 05:39:22 2015	1428572362	38	62	100	57
Thu Apr 09 05:39:20 2015	1428572360	40	62	102	52
Thu Apr 09 05:39:19 2015	1428572359	43	61	104	57
Thu Apr 09 05:39:21 2015	1428572361	51	53	105	52
Thu Apr 09 05:39:22 2015	1428572362	43	62	105	55
Thu Apr 09 05:39:20 2015	1428572360	40	72	113	51
Thu Apr 09 05:39:19 2015	1428572359	34	81	115	77
Thu Apr 09 05:39:21 2015	1428572361	61	54	116	48
