starttime	seconds	ctime	dtime	ttime	wait
Mon Apr 20 06:05:59 2015	1429524359	66	82	147	59
Mon Apr 20 06:05:58 2015	1429524358	66	83	149	59
Mon Apr 20 06:05:58 2015	1429524358	68	82	150	58
Mon Apr 20 06:05:59 2015	1429524359	59	92	152	65
Mon Apr 20 06:05:59 2015	1429524359	67	86	154	60
Mon Apr 20 06:05:58 2015	1429524358	65	89	154	61
Mon Apr 20 06:05:58 2015	1429524358	70	87	157	61
Mon Apr 20 06:05:59 2015	1429524359	75	82	157	54
Mon Apr 20 06:05:59 2015	1429524359	70	90	160	65
Mon Apr 20 06:05:59 2015	1429524359	84	85	169	59
