starttime	seconds	ctime	dtime	ttime	wait
Mon Apr 20 06:06:03 2015	1429524363	79	83	162	59
Mon Apr 20 06:06:02 2015	1429524362	82	87	170	61
Mon Apr 20 06:06:03 2015	1429524363	87	87	174	61
Mon Apr 20 06:06:02 2015	1429524362	86	88	174	63
Mon Apr 20 06:06:03 2015	1429524363	87	88	175	63
Mon Apr 20 06:06:02 2015	1429524362	91	89	181	64
Mon Apr 20 06:06:03 2015	1429524363	87	96	182	62
Mon Apr 20 06:06:02 2015	1429524362	103	85	188	59
Mon Apr 20 06:06:02 2015	1429524362	111	88	199	61
Mon Apr 20 06:06:02 2015	1429524362	96	117	213	63
