starttime	seconds	ctime	dtime	ttime	wait
Mon Apr 20 06:07:03 2015	1429524423	37	61	99	57
Mon Apr 20 06:07:02 2015	1429524422	32	66	99	64
Mon Apr 20 06:07:02 2015	1429524422	36	64	100	60
Mon Apr 20 06:07:03 2015	1429524423	36	65	101	61
Mon Apr 20 06:07:02 2015	1429524422	35	68	103	63
Mon Apr 20 06:07:03 2015	1429524423	34	69	103	66
Mon Apr 20 06:07:03 2015	1429524423	49	58	107	55
Mon Apr 20 06:07:02 2015	1429524422	38	72	110	66
Mon Apr 20 06:07:02 2015	1429524422	36	82	118	64
Mon Apr 20 06:07:02 2015	1429524422	33	95	128	70
