starttime	seconds	ctime	dtime	ttime	wait
Fri Apr 10 00:13:57 2015	1428639237	61	41	103	40
Fri Apr 10 00:13:56 2015	1428639236	59	45	104	41
Fri Apr 10 00:13:55 2015	1428639235	63	41	105	39
Fri Apr 10 00:14:00 2015	1428639240	64	41	105	40
Fri Apr 10 00:13:58 2015	1428639238	64	44	108	41
Fri Apr 10 00:13:55 2015	1428639235	68	42	109	40
Fri Apr 10 00:13:56 2015	1428639236	63	46	109	41
Fri Apr 10 00:13:59 2015	1428639239	62	47	109	41
Fri Apr 10 00:13:57 2015	1428639237	64	46	110	41
Fri Apr 10 00:13:57 2015	1428639237	61	48	110	43
Fri Apr 10 00:13:55 2015	1428639235	65	45	110	40
Fri Apr 10 00:13:58 2015	1428639238	68	41	110	41
Fri Apr 10 00:13:58 2015	1428639238	67	42	110	41
Fri Apr 10 00:13:57 2015	1428639237	66	44	110	41
Fri Apr 10 00:14:00 2015	1428639240	63	47	110	41
Fri Apr 10 00:13:56 2015	1428639236	68	42	110	41
Fri Apr 10 00:13:56 2015	1428639236	65	45	110	44
Fri Apr 10 00:13:56 2015	1428639236	61	49	110	43
Fri Apr 10 00:13:59 2015	1428639239	66	44	110	40
Fri Apr 10 00:13:56 2015	1428639236	62	48	110	43
Fri Apr 10 00:14:00 2015	1428639240	67	44	110	39
Fri Apr 10 00:13:56 2015	1428639236	66	45	111	42
Fri Apr 10 00:13:58 2015	1428639238	65	46	111	45
Fri Apr 10 00:13:58 2015	1428639238	69	45	114	41
Fri Apr 10 00:13:57 2015	1428639237	70	44	114	40
Fri Apr 10 00:13:59 2015	1428639239	68	47	115	43
Fri Apr 10 00:13:58 2015	1428639238	67	47	115	43
Fri Apr 10 00:13:59 2015	1428639239	70	45	115	39
Fri Apr 10 00:14:00 2015	1428639240	70	45	115	41
Fri Apr 10 00:13:55 2015	1428639235	65	51	115	47
Fri Apr 10 00:13:56 2015	1428639236	72	43	116	43
Fri Apr 10 00:14:01 2015	1428639241	76	40	116	39
Fri Apr 10 00:13:58 2015	1428639238	63	54	116	45
Fri Apr 10 00:13:59 2015	1428639239	70	47	117	43
Fri Apr 10 00:13:59 2015	1428639239	67	50	117	40
Fri Apr 10 00:13:59 2015	1428639239	70	50	119	45
Fri Apr 10 00:14:01 2015	1428639241	65	54	120	52
Fri Apr 10 00:13:57 2015	1428639237	74	50	124	44
Fri Apr 10 00:13:57 2015	1428639237	76	50	126	46
Fri Apr 10 00:13:59 2015	1428639239	73	53	126	42
Fri Apr 10 00:14:00 2015	1428639240	79	50	129	46
Fri Apr 10 00:14:00 2015	1428639240	75	55	129	50
Fri Apr 10 00:14:00 2015	1428639240	74	56	129	52
Fri Apr 10 00:13:56 2015	1428639236	90	44	134	43
Fri Apr 10 00:13:57 2015	1428639237	65	72	137	40
Fri Apr 10 00:14:01 2015	1428639241	84	59	143	57
Fri Apr 10 00:13:58 2015	1428639238	104	39	144	38
Fri Apr 10 00:14:00 2015	1428639240	105	42	147	41
Fri Apr 10 00:13:58 2015	1428639238	105	50	155	45
Fri Apr 10 00:13:55 2015	1428639235	61	113	175	108
