starttime	seconds	ctime	dtime	ttime	wait
Mon Apr 20 06:04:16 2015	1429524256	34	70	104	62
Mon Apr 20 06:04:16 2015	1429524256	43	62	105	57
Mon Apr 20 06:04:16 2015	1429524256	41	66	107	58
Mon Apr 20 06:04:16 2015	1429524256	47	70	116	63
Mon Apr 20 06:04:16 2015	1429524256	36	86	122	59
Mon Apr 20 06:04:15 2015	1429524255	39	85	124	62
Mon Apr 20 06:04:15 2015	1429524255	30	97	127	72
Mon Apr 20 06:04:16 2015	1429524256	50	85	136	62
Mon Apr 20 06:04:16 2015	1429524256	33	123	156	68
Mon Apr 20 06:04:15 2015	1429524255	39	295	334	289
