starttime	seconds	ctime	dtime	ttime	wait
Thu Apr 09 00:20:57 2015	1428553257	65	45	109	44
Thu Apr 09 00:20:56 2015	1428553256	62	47	110	42
Thu Apr 09 00:20:54 2015	1428553254	66	44	110	42
Thu Apr 09 00:20:56 2015	1428553256	62	48	110	46
Thu Apr 09 00:20:53 2015	1428553253	65	45	110	44
Thu Apr 09 00:20:55 2015	1428553255	71	44	114	42
Thu Apr 09 00:20:54 2015	1428553254	67	47	114	42
Thu Apr 09 00:20:55 2015	1428553255	70	44	114	43
Thu Apr 09 00:20:55 2015	1428553255	67	48	115	43
Thu Apr 09 00:20:56 2015	1428553256	69	46	115	40
Thu Apr 09 00:20:53 2015	1428553253	70	44	115	43
Thu Apr 09 00:20:56 2015	1428553256	66	48	115	43
Thu Apr 09 00:20:54 2015	1428553254	73	45	117	43
Thu Apr 09 00:20:54 2015	1428553254	69	49	118	43
Thu Apr 09 00:20:57 2015	1428553257	69	50	119	46
Thu Apr 09 00:20:55 2015	1428553255	72	48	119	48
Thu Apr 09 00:20:56 2015	1428553256	74	47	120	44
Thu Apr 09 00:20:56 2015	1428553256	73	50	123	47
Thu Apr 09 00:20:56 2015	1428553256	76	48	124	45
Thu Apr 09 00:20:54 2015	1428553254	79	45	124	44
Thu Apr 09 00:20:54 2015	1428553254	73	51	124	45
Thu Apr 09 00:20:54 2015	1428553254	76	48	124	46
Thu Apr 09 00:20:57 2015	1428553257	76	49	125	46
Thu Apr 09 00:20:57 2015	1428553257	80	49	129	46
Thu Apr 09 00:20:54 2015	1428553254	80	50	130	47
Thu Apr 09 00:20:53 2015	1428553253	93	45	138	43
Thu Apr 09 00:20:54 2015	1428553254	64	76	140	43
Thu Apr 09 00:20:56 2015	1428553256	93	50	143	45
Thu Apr 09 00:20:55 2015	1428553255	75	76	150	46
Thu Apr 09 00:20:55 2015	1428553255	74	295	369	291
