starttime	seconds	ctime	dtime	ttime	wait
Mon Apr 20 05:57:28 2015	1429523848	34	61	95	55
Mon Apr 20 05:57:28 2015	1429523848	34	61	95	56
Mon Apr 20 05:57:27 2015	1429523847	32	65	98	59
Mon Apr 20 05:57:28 2015	1429523848	33	66	99	61
Mon Apr 20 05:57:27 2015	1429523847	41	58	100	55
Mon Apr 20 05:57:28 2015	1429523848	37	64	101	61
Mon Apr 20 05:57:28 2015	1429523848	34	69	103	63
Mon Apr 20 05:57:28 2015	1429523848	52	64	116	62
Mon Apr 20 05:57:28 2015	1429523848	42	81	123	56
Mon Apr 20 05:57:27 2015	1429523847	55	271	326	244
