starttime	seconds	ctime	dtime	ttime	wait
Sun Apr 19 23:38:24 2015	1429501104	79	34	113	34
Sun Apr 19 23:38:24 2015	1429501104	77	36	113	36
Sun Apr 19 23:38:25 2015	1429501105	81	34	115	34
Sun Apr 19 23:38:23 2015	1429501103	83	36	119	36
Sun Apr 19 23:38:24 2015	1429501104	85	38	123	37
Sun Apr 19 23:38:24 2015	1429501104	94	34	127	34
Sun Apr 19 23:38:23 2015	1429501103	89	38	127	38
Sun Apr 19 23:38:24 2015	1429501104	122	32	153	32
Sun Apr 19 23:38:24 2015	1429501104	110	49	159	49
Sun Apr 19 23:38:24 2015	1429501104	166	50	216	50
