starttime	seconds	ctime	dtime	ttime	wait
Mon Apr 20 05:59:16 2015	1429523956	80	58	138	52
Mon Apr 20 05:59:17 2015	1429523957	86	59	145	55
Mon Apr 20 05:59:17 2015	1429523957	88	61	149	57
Mon Apr 20 05:59:16 2015	1429523956	85	77	162	55
Mon Apr 20 05:59:17 2015	1429523957	83	86	169	58
Mon Apr 20 05:59:16 2015	1429523956	87	83	170	61
Mon Apr 20 05:59:17 2015	1429523957	94	85	178	59
Mon Apr 20 05:59:17 2015	1429523957	98	81	179	58
Mon Apr 20 05:59:16 2015	1429523956	107	82	190	53
Mon Apr 20 05:59:16 2015	1429523956	111	83	194	59
