starttime	seconds	ctime	dtime	ttime	wait
Mon Apr 20 03:37:55 2015	1429515475	80	43	124	43
Mon Apr 20 03:37:55 2015	1429515475	85	45	129	45
Mon Apr 20 03:37:55 2015	1429515475	85	59	144	58
Mon Apr 20 03:37:55 2015	1429515475	105	41	146	41
Mon Apr 20 03:37:56 2015	1429515476	112	47	159	46
Mon Apr 20 03:37:54 2015	1429515474	112	48	160	47
Mon Apr 20 03:37:55 2015	1429515475	114	49	163	48
Mon Apr 20 03:37:55 2015	1429515475	124	47	171	47
Mon Apr 20 03:37:55 2015	1429515475	126	47	173	47
Mon Apr 20 03:37:54 2015	1429515474	132	51	182	50
