starttime	seconds	ctime	dtime	ttime	wait
Mon Apr 20 05:47:37 2015	1429523257	60	62	122	57
Mon Apr 20 05:47:37 2015	1429523257	61	61	122	56
Mon Apr 20 05:47:37 2015	1429523257	64	59	123	56
Mon Apr 20 05:47:37 2015	1429523257	64	62	125	59
Mon Apr 20 05:47:36 2015	1429523256	65	63	128	60
Mon Apr 20 05:47:37 2015	1429523257	57	71	129	67
Mon Apr 20 05:47:37 2015	1429523257	60	69	129	62
Mon Apr 20 05:47:36 2015	1429523256	69	64	132	59
Mon Apr 20 05:47:36 2015	1429523256	60	73	133	61
Mon Apr 20 05:47:36 2015	1429523256	71	62	133	57
