starttime	seconds	ctime	dtime	ttime	wait
Thu Apr 09 00:47:41 2015	1428554861	66	249	315	246
Thu Apr 09 00:47:50 2015	1428554870	70	255	325	251
Thu Apr 09 00:47:37 2015	1428554857	65	265	329	260
Thu Apr 09 00:47:43 2015	1428554863	78	256	334	255
Thu Apr 09 00:47:38 2015	1428554858	64	271	336	267
Thu Apr 09 00:47:50 2015	1428554870	70	273	343	272
Thu Apr 09 00:47:55 2015	1428554875	65	282	346	282
Thu Apr 09 00:47:37 2015	1428554857	72	276	349	272
Thu Apr 09 00:47:36 2015	1428554856	69	284	353	283
Thu Apr 09 00:47:47 2015	1428554867	71	285	356	285
Thu Apr 09 00:47:46 2015	1428554866	66	294	360	293
Thu Apr 09 00:47:45 2015	1428554865	66	295	361	291
Thu Apr 09 00:47:39 2015	1428554859	69	295	364	290
Thu Apr 09 00:47:58 2015	1428554878	70	300	371	295
Thu Apr 09 00:47:52 2015	1428554872	63	335	399	333
Thu Apr 09 00:47:55 2015	1428554875	71	340	410	338
Thu Apr 09 00:47:43 2015	1428554863	77	338	414	332
Thu Apr 09 00:47:57 2015	1428554877	72	351	423	348
Thu Apr 09 00:47:44 2015	1428554864	73	351	424	342
Thu Apr 09 00:47:57 2015	1428554877	70	359	429	358
Thu Apr 09 00:47:50 2015	1428554870	83	357	440	353
Thu Apr 09 00:47:46 2015	1428554866	72	368	440	366
Thu Apr 09 00:47:37 2015	1428554857	67	374	440	371
Thu Apr 09 00:47:45 2015	1428554865	69	374	443	369
Thu Apr 09 00:47:41 2015	1428554861	86	369	455	365
Thu Apr 09 00:47:47 2015	1428554867	75	409	484	406
Thu Apr 09 00:47:54 2015	1428554874	66	422	489	417
Thu Apr 09 00:47:43 2015	1428554863	69	425	494	421
Thu Apr 09 00:47:55 2015	1428554875	77	420	497	414
Thu Apr 09 00:47:54 2015	1428554874	68	431	499	429
Thu Apr 09 00:47:51 2015	1428554871	74	429	503	425
Thu Apr 09 00:47:51 2015	1428554871	70	435	504	430
Thu Apr 09 00:47:42 2015	1428554862	74	432	506	429
Thu Apr 09 00:47:42 2015	1428554862	74	434	508	431
Thu Apr 09 00:47:35 2015	1428554855	73	437	510	433
Thu Apr 09 00:47:53 2015	1428554873	64	450	514	446
Thu Apr 09 00:47:52 2015	1428554872	69	446	515	445
Thu Apr 09 00:47:36 2015	1428554856	77	440	517	436
Thu Apr 09 00:47:49 2015	1428554869	62	457	520	454
Thu Apr 09 00:47:49 2015	1428554869	78	442	520	439
Thu Apr 09 00:47:53 2015	1428554873	68	452	520	448
Thu Apr 09 00:47:48 2015	1428554868	69	455	524	448
Thu Apr 09 00:47:56 2015	1428554876	71	474	545	472
Thu Apr 09 00:47:38 2015	1428554858	70	485	554	483
Thu Apr 09 00:47:39 2015	1428554859	77	477	555	476
Thu Apr 09 00:47:40 2015	1428554860	76	524	600	520
Thu Apr 09 00:47:44 2015	1428554864	75	529	604	527
Thu Apr 09 00:47:47 2015	1428554867	74	533	607	531
Thu Apr 09 00:47:56 2015	1428554876	68	540	608	537
Thu Apr 09 00:47:40 2015	1428554860	76	553	629	528
