starttime	seconds	ctime	dtime	ttime	wait
Mon Apr 20 06:06:20 2015	1429524380	29	65	94	62
Mon Apr 20 06:06:20 2015	1429524380	34	61	96	56
Mon Apr 20 06:06:20 2015	1429524380	38	63	101	59
Mon Apr 20 06:06:21 2015	1429524381	33	71	104	68
Mon Apr 20 06:06:20 2015	1429524380	40	64	104	60
Mon Apr 20 06:06:20 2015	1429524380	39	68	107	59
Mon Apr 20 06:06:21 2015	1429524381	34	83	117	60
Mon Apr 20 06:06:21 2015	1429524381	35	85	120	61
Mon Apr 20 06:06:20 2015	1429524380	41	84	124	59
Mon Apr 20 06:06:20 2015	1429524380	33	125	158	70
