starttime	seconds	ctime	dtime	ttime	wait
Mon Apr 20 00:32:47 2015	1429504367	173	378	550	72
Mon Apr 20 00:32:44 2015	1429504364	169	387	556	78
Mon Apr 20 00:32:46 2015	1429504366	162	396	558	88
Mon Apr 20 00:32:43 2015	1429504363	193	380	573	81
Mon Apr 20 00:32:45 2015	1429504365	186	419	605	81
Mon Apr 20 00:32:48 2015	1429504368	182	443	625	107
Mon Apr 20 00:32:46 2015	1429504366	191	436	627	77
Mon Apr 20 00:32:43 2015	1429504363	189	444	633	99
Mon Apr 20 00:32:42 2015	1429504362	212	445	657	105
Mon Apr 20 00:32:45 2015	1429504365	192	468	660	113
