starttime	seconds	ctime	dtime	ttime	wait
Mon Apr 20 05:48:08 2015	1429523288	60	81	141	57
Mon Apr 20 05:48:08 2015	1429523288	59	86	146	62
Mon Apr 20 05:48:08 2015	1429523288	66	80	147	55
Mon Apr 20 05:48:08 2015	1429523288	59	88	147	61
Mon Apr 20 05:48:09 2015	1429523289	60	89	150	61
Mon Apr 20 05:48:09 2015	1429523289	61	89	150	65
Mon Apr 20 05:48:09 2015	1429523289	68	83	151	57
Mon Apr 20 05:48:09 2015	1429523289	67	87	154	60
Mon Apr 20 05:48:08 2015	1429523288	89	85	174	60
Mon Apr 20 05:48:08 2015	1429523288	83	95	178	60
