starttime	seconds	ctime	dtime	ttime	wait
Mon Apr 20 05:49:39 2015	1429523379	36	65	101	58
Mon Apr 20 05:49:40 2015	1429523380	40	65	105	60
Mon Apr 20 05:49:40 2015	1429523380	37	69	106	63
Mon Apr 20 05:49:40 2015	1429523380	37	72	109	64
Mon Apr 20 05:49:40 2015	1429523380	38	76	114	71
Mon Apr 20 05:49:40 2015	1429523380	40	75	114	64
Mon Apr 20 05:49:40 2015	1429523380	33	85	118	64
Mon Apr 20 05:49:40 2015	1429523380	33	88	121	66
Mon Apr 20 05:49:40 2015	1429523380	41	89	130	64
Mon Apr 20 05:49:40 2015	1429523380	41	91	132	63
