starttime	seconds	ctime	dtime	ttime	wait
Fri Apr 10 00:51:13 2015	1428641473	61	257	318	256
Fri Apr 10 00:51:14 2015	1428641474	72	248	320	244
Fri Apr 10 00:51:07 2015	1428641467	74	247	320	241
Fri Apr 10 00:51:09 2015	1428641469	66	272	338	269
Fri Apr 10 00:51:05 2015	1428641465	63	277	340	275
Fri Apr 10 00:51:10 2015	1428641470	100	262	361	261
Fri Apr 10 00:51:09 2015	1428641469	65	301	366	300
Fri Apr 10 00:51:13 2015	1428641473	68	317	386	303
Fri Apr 10 00:51:09 2015	1428641469	63	325	388	321
Fri Apr 10 00:51:07 2015	1428641467	69	339	408	338
Fri Apr 10 00:51:06 2015	1428641466	63	351	414	349
Fri Apr 10 00:51:15 2015	1428641475	78	336	414	335
Fri Apr 10 00:51:11 2015	1428641471	65	355	420	351
Fri Apr 10 00:51:11 2015	1428641471	74	364	438	362
Fri Apr 10 00:51:13 2015	1428641473	61	378	440	375
Fri Apr 10 00:51:04 2015	1428641464	69	376	444	370
Fri Apr 10 00:51:03 2015	1428641463	66	419	485	415
Fri Apr 10 00:51:05 2015	1428641465	62	423	485	419
Fri Apr 10 00:51:04 2015	1428641464	66	424	490	420
Fri Apr 10 00:51:12 2015	1428641472	69	426	495	421
Fri Apr 10 00:51:05 2015	1428641465	88	412	500	406
Fri Apr 10 00:51:14 2015	1428641474	70	456	526	451
Fri Apr 10 00:51:15 2015	1428641475	79	450	529	445
Fri Apr 10 00:51:08 2015	1428641468	81	475	556	474
Fri Apr 10 00:51:10 2015	1428641470	89	467	556	462
Fri Apr 10 00:51:08 2015	1428641468	69	487	556	484
Fri Apr 10 00:51:06 2015	1428641466	76	500	575	497
Fri Apr 10 00:51:12 2015	1428641472	63	522	585	520
Fri Apr 10 00:51:03 2015	1428641463	76	534	611	529
Fri Apr 10 00:51:02 2015	1428641462	690	325	1015	324
