starttime	seconds	ctime	dtime	ttime	wait
Fri Apr 10 02:28:38 2015	1428647318	91	248	339	247
Fri Apr 10 02:28:48 2015	1428647328	94	250	344	244
Fri Apr 10 02:28:45 2015	1428647325	99	257	356	252
Fri Apr 10 02:28:29 2015	1428647309	95	266	361	263
Fri Apr 10 02:28:51 2015	1428647331	94	270	364	267
Fri Apr 10 02:28:44 2015	1428647324	96	269	365	267
Fri Apr 10 02:28:28 2015	1428647308	88	287	375	282
Fri Apr 10 02:28:52 2015	1428647332	105	279	384	273
Fri Apr 10 02:28:42 2015	1428647322	95	295	390	294
Fri Apr 10 02:28:46 2015	1428647326	90	304	395	304
Fri Apr 10 02:28:37 2015	1428647317	93	321	413	319
Fri Apr 10 02:28:46 2015	1428647326	107	307	414	304
Fri Apr 10 02:28:39 2015	1428647319	91	323	414	323
Fri Apr 10 02:28:50 2015	1428647330	90	339	429	335
Fri Apr 10 02:28:48 2015	1428647328	102	327	429	324
Fri Apr 10 02:28:29 2015	1428647309	86	345	431	344
Fri Apr 10 02:28:32 2015	1428647312	99	339	438	334
Fri Apr 10 02:28:39 2015	1428647319	96	343	439	341
Fri Apr 10 02:28:34 2015	1428647314	93	357	449	353
Fri Apr 10 02:28:41 2015	1428647321	89	376	465	373
Fri Apr 10 02:28:33 2015	1428647313	106	365	471	362
Fri Apr 10 02:28:45 2015	1428647325	98	381	479	376
Fri Apr 10 02:28:40 2015	1428647320	194	286	481	286
Fri Apr 10 02:28:51 2015	1428647331	89	394	483	393
Fri Apr 10 02:28:35 2015	1428647315	99	390	489	388
Fri Apr 10 02:28:45 2015	1428647325	96	408	504	404
Fri Apr 10 02:28:35 2015	1428647315	101	408	510	402
Fri Apr 10 02:28:29 2015	1428647309	94	417	510	413
Fri Apr 10 02:28:38 2015	1428647318	94	420	513	415
Fri Apr 10 02:28:36 2015	1428647316	94	436	529	430
Fri Apr 10 02:28:28 2015	1428647308	117	413	530	411
Fri Apr 10 02:28:49 2015	1428647329	89	459	548	455
Fri Apr 10 02:28:42 2015	1428647322	197	365	563	360
Fri Apr 10 02:28:33 2015	1428647313	100	469	569	469
Fri Apr 10 02:28:40 2015	1428647320	223	351	573	350
Fri Apr 10 02:28:30 2015	1428647310	100	484	583	483
Fri Apr 10 02:28:31 2015	1428647311	96	494	590	464
Fri Apr 10 02:28:34 2015	1428647314	95	499	595	498
Fri Apr 10 02:28:50 2015	1428647330	93	502	595	499
Fri Apr 10 02:28:37 2015	1428647317	91	505	595	501
Fri Apr 10 02:28:36 2015	1428647316	98	501	600	497
Fri Apr 10 02:28:30 2015	1428647310	110	499	610	498
Fri Apr 10 02:28:47 2015	1428647327	89	522	611	517
Fri Apr 10 02:28:27 2015	1428647307	89	531	620	504
Fri Apr 10 02:28:47 2015	1428647327	114	509	623	505
Fri Apr 10 02:28:44 2015	1428647324	91	538	629	535
Fri Apr 10 02:28:32 2015	1428647312	96	538	633	536
Fri Apr 10 02:28:49 2015	1428647329	94	545	639	540
Fri Apr 10 02:28:43 2015	1428647323	177	486	664	486
Fri Apr 10 02:28:41 2015	1428647321	186	519	705	519
