starttime	seconds	ctime	dtime	ttime	wait
Fri Apr 10 00:14:57 2015	1428639297	61	29	89	26
Fri Apr 10 00:14:57 2015	1428639297	65	25	91	24
Fri Apr 10 00:14:58 2015	1428639298	68	27	95	24
Fri Apr 10 00:14:57 2015	1428639297	64	31	95	27
Fri Apr 10 00:14:57 2015	1428639297	70	29	99	26
Fri Apr 10 00:14:57 2015	1428639297	75	34	109	30
Fri Apr 10 00:14:57 2015	1428639297	81	34	115	29
Fri Apr 10 00:14:57 2015	1428639297	79	37	115	36
Fri Apr 10 00:14:57 2015	1428639297	102	33	134	31
Fri Apr 10 00:14:57 2015	1428639297	116	49	164	29
