starttime	seconds	ctime	dtime	ttime	wait
Thu Apr 09 01:13:44 2015	1428556424	47	231	278	229
Thu Apr 09 01:13:44 2015	1428556424	63	261	324	256
Thu Apr 09 01:13:42 2015	1428556422	60	276	335	270
Thu Apr 09 01:13:42 2015	1428556422	60	280	339	278
Thu Apr 09 01:13:46 2015	1428556426	59	331	390	328
Thu Apr 09 01:13:45 2015	1428556425	64	336	400	332
Thu Apr 09 01:13:45 2015	1428556425	50	365	415	363
Thu Apr 09 01:13:44 2015	1428556424	63	362	425	361
Thu Apr 09 01:13:43 2015	1428556423	50	464	514	463
Thu Apr 09 01:13:43 2015	1428556423	54	525	579	522
