starttime	seconds	ctime	dtime	ttime	wait
Thu Apr 09 06:08:26 2015	1428574106	33	246	279	244
Thu Apr 09 06:08:16 2015	1428574096	35	254	290	253
Thu Apr 09 06:08:32 2015	1428574112	42	253	295	249
Thu Apr 09 06:08:26 2015	1428574106	36	263	299	261
Thu Apr 09 06:08:25 2015	1428574105	34	266	300	265
Thu Apr 09 06:08:32 2015	1428574112	37	268	305	262
Thu Apr 09 06:08:19 2015	1428574099	36	269	305	268
Thu Apr 09 06:08:24 2015	1428574104	36	273	309	271
Thu Apr 09 06:08:24 2015	1428574104	55	254	309	253
Thu Apr 09 06:08:18 2015	1428574098	36	274	311	272
Thu Apr 09 06:08:26 2015	1428574106	37	274	311	269
Thu Apr 09 06:08:16 2015	1428574096	42	273	314	268
Thu Apr 09 06:08:22 2015	1428574102	38	291	330	287
Thu Apr 09 06:08:23 2015	1428574103	36	294	330	291
Thu Apr 09 06:08:20 2015	1428574100	38	295	334	292
Thu Apr 09 06:08:24 2015	1428574104	37	299	336	295
Thu Apr 09 06:08:25 2015	1428574105	35	316	351	311
Thu Apr 09 06:08:27 2015	1428574107	38	317	355	313
Thu Apr 09 06:08:15 2015	1428574095	69	292	361	287
Thu Apr 09 06:08:28 2015	1428574108	33	346	379	344
Thu Apr 09 06:08:34 2015	1428574114	34	361	395	355
Thu Apr 09 06:08:33 2015	1428574113	43	357	400	351
Thu Apr 09 06:08:22 2015	1428574102	36	369	405	367
Thu Apr 09 06:08:17 2015	1428574097	34	376	411	372
Thu Apr 09 06:08:31 2015	1428574111	31	388	419	386
Thu Apr 09 06:08:27 2015	1428574107	35	390	425	389
Thu Apr 09 06:08:21 2015	1428574101	41	389	430	387
Thu Apr 09 06:08:35 2015	1428574115	36	399	435	398
Thu Apr 09 06:08:25 2015	1428574105	36	410	445	388
Thu Apr 09 06:08:22 2015	1428574102	37	412	450	410
Thu Apr 09 06:08:21 2015	1428574101	37	412	450	409
Thu Apr 09 06:08:28 2015	1428574108	37	428	465	425
Thu Apr 09 06:08:30 2015	1428574110	38	427	466	426
Thu Apr 09 06:08:32 2015	1428574112	39	431	470	430
Thu Apr 09 06:08:29 2015	1428574109	36	434	470	432
Thu Apr 09 06:08:31 2015	1428574111	38	436	474	435
Thu Apr 09 06:08:29 2015	1428574109	34	440	475	437
Thu Apr 09 06:08:15 2015	1428574095	39	445	484	440
Thu Apr 09 06:08:27 2015	1428574107	35	454	489	451
Thu Apr 09 06:08:23 2015	1428574103	35	460	495	458
Thu Apr 09 06:08:19 2015	1428574099	38	467	504	465
Thu Apr 09 06:08:20 2015	1428574100	35	485	520	483
Thu Apr 09 06:08:35 2015	1428574115	39	481	520	477
Thu Apr 09 06:08:18 2015	1428574098	36	488	524	485
Thu Apr 09 06:08:19 2015	1428574099	41	489	530	484
Thu Apr 09 06:08:16 2015	1428574096	35	501	535	495
Thu Apr 09 06:08:33 2015	1428574113	39	506	544	504
Thu Apr 09 06:08:17 2015	1428574097	35	530	565	527
Thu Apr 09 06:08:34 2015	1428574114	46	519	565	515
Thu Apr 09 06:08:30 2015	1428574110	59	506	565	502
