starttime	seconds	ctime	dtime	ttime	wait
Thu Apr 09 05:46:34 2015	1428572794	33	51	84	49
Thu Apr 09 05:46:34 2015	1428572794	36	49	85	48
Thu Apr 09 05:46:36 2015	1428572796	34	52	86	49
Thu Apr 09 05:46:34 2015	1428572794	37	49	86	47
Thu Apr 09 05:46:35 2015	1428572795	38	51	89	49
Thu Apr 09 05:46:35 2015	1428572795	35	54	89	51
Thu Apr 09 05:46:35 2015	1428572795	37	53	90	50
Thu Apr 09 05:46:35 2015	1428572795	35	55	90	49
Thu Apr 09 05:46:35 2015	1428572795	37	53	90	51
Thu Apr 09 05:46:35 2015	1428572795	37	53	90	51
Thu Apr 09 05:46:35 2015	1428572795	38	52	90	48
Thu Apr 09 05:46:34 2015	1428572794	37	57	93	55
Thu Apr 09 05:46:35 2015	1428572795	42	53	95	48
Thu Apr 09 05:46:36 2015	1428572796	36	59	95	57
Thu Apr 09 05:46:35 2015	1428572795	36	60	95	56
Thu Apr 09 05:46:34 2015	1428572794	35	62	97	56
Thu Apr 09 05:46:36 2015	1428572796	38	62	100	57
Thu Apr 09 05:46:35 2015	1428572795	47	54	101	50
Thu Apr 09 05:46:36 2015	1428572796	34	75	109	53
Thu Apr 09 05:46:35 2015	1428572795	54	55	109	52
