starttime	seconds	ctime	dtime	ttime	wait
Mon Apr 20 05:47:51 2015	1429523271	60	62	122	58
Mon Apr 20 05:47:51 2015	1429523271	67	57	124	55
Mon Apr 20 05:47:51 2015	1429523271	64	63	127	59
Mon Apr 20 05:47:51 2015	1429523271	63	66	130	54
Mon Apr 20 05:47:51 2015	1429523271	65	68	133	65
Mon Apr 20 05:47:50 2015	1429523270	58	81	140	57
Mon Apr 20 05:47:51 2015	1429523271	62	81	143	55
Mon Apr 20 05:47:50 2015	1429523270	65	82	147	56
Mon Apr 20 05:47:50 2015	1429523270	69	84	153	60
Mon Apr 20 05:47:51 2015	1429523271	66	88	154	60
