starttime	seconds	ctime	dtime	ttime	wait
Mon Apr 20 05:47:40 2015	1429523260	59	61	120	57
Mon Apr 20 05:47:40 2015	1429523260	68	63	131	61
Mon Apr 20 05:47:40 2015	1429523260	61	83	144	60
Mon Apr 20 05:47:40 2015	1429523260	66	78	144	54
Mon Apr 20 05:47:41 2015	1429523261	63	83	146	57
Mon Apr 20 05:47:39 2015	1429523259	58	88	147	63
Mon Apr 20 05:47:40 2015	1429523260	58	88	147	62
Mon Apr 20 05:47:40 2015	1429523260	64	84	148	60
Mon Apr 20 05:47:41 2015	1429523261	85	81	166	56
Mon Apr 20 05:47:40 2015	1429523260	68	118	186	94
