starttime	seconds	ctime	dtime	ttime	wait
Mon Apr 20 05:47:44 2015	1429523264	88	63	150	60
Mon Apr 20 05:47:43 2015	1429523263	85	79	164	57
Mon Apr 20 05:47:43 2015	1429523263	81	84	165	60
Mon Apr 20 05:47:43 2015	1429523263	84	82	167	56
Mon Apr 20 05:47:44 2015	1429523264	87	84	172	61
Mon Apr 20 05:47:43 2015	1429523263	88	84	172	56
Mon Apr 20 05:47:44 2015	1429523264	89	85	174	60
Mon Apr 20 05:47:44 2015	1429523264	93	84	177	60
Mon Apr 20 05:47:44 2015	1429523264	87	91	178	68
Mon Apr 20 05:47:44 2015	1429523264	103	97	201	61
