starttime	seconds	ctime	dtime	ttime	wait
Thu Apr 09 07:21:46 2015	1428578506	75	250	324	246
Thu Apr 09 07:21:44 2015	1428578504	73	257	330	254
Thu Apr 09 07:21:40 2015	1428578500	75	264	339	262
Thu Apr 09 07:21:46 2015	1428578506	93	246	339	241
Thu Apr 09 07:21:42 2015	1428578502	70	274	344	273
Thu Apr 09 07:21:36 2015	1428578496	67	292	359	288
Thu Apr 09 07:21:47 2015	1428578507	75	298	372	294
Thu Apr 09 07:21:41 2015	1428578501	67	308	374	303
Thu Apr 09 07:21:27 2015	1428578487	72	306	378	305
Thu Apr 09 07:21:39 2015	1428578499	68	314	382	310
Thu Apr 09 07:21:26 2015	1428578486	71	312	383	308
Thu Apr 09 07:21:37 2015	1428578497	67	317	384	316
Thu Apr 09 07:21:35 2015	1428578495	72	312	384	307
Thu Apr 09 07:21:29 2015	1428578489	64	326	390	320
Thu Apr 09 07:21:38 2015	1428578498	79	326	405	326
Thu Apr 09 07:21:38 2015	1428578498	105	305	410	300
Thu Apr 09 07:21:24 2015	1428578484	70	350	419	348
Thu Apr 09 07:21:45 2015	1428578505	74	347	421	346
Thu Apr 09 07:21:28 2015	1428578488	91	333	424	332
Thu Apr 09 07:21:41 2015	1428578501	74	360	434	357
Thu Apr 09 07:21:26 2015	1428578486	66	369	435	365
Thu Apr 09 07:21:33 2015	1428578493	77	360	437	355
Thu Apr 09 07:21:48 2015	1428578508	75	371	446	368
Thu Apr 09 07:21:42 2015	1428578502	71	398	470	395
Thu Apr 09 07:21:42 2015	1428578502	68	406	474	404
Thu Apr 09 07:21:40 2015	1428578500	76	404	480	398
Thu Apr 09 07:21:33 2015	1428578493	73	408	482	408
Thu Apr 09 07:21:40 2015	1428578500	78	410	488	405
Thu Apr 09 07:21:44 2015	1428578504	69	445	514	442
Thu Apr 09 07:21:34 2015	1428578494	71	444	515	442
Thu Apr 09 07:21:36 2015	1428578496	71	458	529	454
Thu Apr 09 07:21:31 2015	1428578491	240	290	530	285
Thu Apr 09 07:21:27 2015	1428578487	72	458	530	456
Thu Apr 09 07:21:24 2015	1428578484	65	465	530	463
Thu Apr 09 07:21:35 2015	1428578495	70	470	540	466
Thu Apr 09 07:21:44 2015	1428578504	82	481	563	477
Thu Apr 09 07:21:25 2015	1428578485	64	510	574	509
Thu Apr 09 07:21:47 2015	1428578507	68	511	579	506
Thu Apr 09 07:21:39 2015	1428578499	69	511	580	509
Thu Apr 09 07:21:43 2015	1428578503	66	514	580	510
Thu Apr 09 07:21:30 2015	1428578490	81	504	585	500
Thu Apr 09 07:21:32 2015	1428578492	68	517	585	517
Thu Apr 09 07:21:45 2015	1428578505	73	526	599	521
Thu Apr 09 07:21:25 2015	1428578485	62	538	600	534
Thu Apr 09 07:21:28 2015	1428578488	76	524	600	523
Thu Apr 09 07:21:37 2015	1428578497	74	540	615	538
Thu Apr 09 07:21:34 2015	1428578494	117	510	627	508
Thu Apr 09 07:21:29 2015	1428578489	92	541	634	534
Thu Apr 09 07:21:32 2015	1428578492	165	516	681	515
Thu Apr 09 07:21:30 2015	1428578490	67	626	693	501
