starttime	seconds	ctime	dtime	ttime	wait
Fri Apr 10 00:14:20 2015	1428639260	61	48	110	44
Fri Apr 10 00:14:21 2015	1428639261	67	42	110	41
Fri Apr 10 00:14:20 2015	1428639260	65	46	110	42
Fri Apr 10 00:14:21 2015	1428639261	63	48	111	43
Fri Apr 10 00:14:21 2015	1428639261	65	50	115	45
Fri Apr 10 00:14:20 2015	1428639260	70	49	120	44
Fri Apr 10 00:14:21 2015	1428639261	71	48	120	47
Fri Apr 10 00:14:21 2015	1428639261	80	44	124	43
Fri Apr 10 00:14:20 2015	1428639260	79	47	125	41
Fri Apr 10 00:14:20 2015	1428639260	79	51	130	46
