starttime	seconds	ctime	dtime	ttime	wait
Fri Apr 10 02:07:00 2015	1428646020	86	43	129	41
Fri Apr 10 02:06:58 2015	1428646018	86	45	132	41
Fri Apr 10 02:06:59 2015	1428646019	89	44	133	40
Fri Apr 10 02:06:58 2015	1428646018	90	44	134	43
Fri Apr 10 02:06:59 2015	1428646019	88	47	135	45
Fri Apr 10 02:06:57 2015	1428646017	93	42	135	41
Fri Apr 10 02:06:58 2015	1428646018	88	47	135	41
Fri Apr 10 02:07:00 2015	1428646020	87	48	135	46
Fri Apr 10 02:06:56 2015	1428646016	89	46	135	43
Fri Apr 10 02:07:01 2015	1428646021	86	49	135	45
Fri Apr 10 02:07:00 2015	1428646020	94	43	137	41
Fri Apr 10 02:07:01 2015	1428646021	95	42	137	40
Fri Apr 10 02:07:01 2015	1428646021	93	45	139	40
Fri Apr 10 02:06:58 2015	1428646018	92	47	139	44
Fri Apr 10 02:07:01 2015	1428646021	91	49	139	44
Fri Apr 10 02:06:57 2015	1428646017	93	46	140	42
Fri Apr 10 02:06:57 2015	1428646017	92	47	140	46
Fri Apr 10 02:07:01 2015	1428646021	96	44	140	43
Fri Apr 10 02:07:00 2015	1428646020	90	50	140	48
Fri Apr 10 02:06:59 2015	1428646019	97	44	140	40
Fri Apr 10 02:06:57 2015	1428646017	91	49	140	46
Fri Apr 10 02:06:58 2015	1428646018	94	47	141	42
Fri Apr 10 02:07:00 2015	1428646020	97	47	144	40
Fri Apr 10 02:06:57 2015	1428646017	99	44	144	40
Fri Apr 10 02:06:59 2015	1428646019	97	46	144	43
Fri Apr 10 02:07:02 2015	1428646022	99	45	145	41
Fri Apr 10 02:06:57 2015	1428646017	99	46	145	42
Fri Apr 10 02:06:59 2015	1428646019	101	44	145	43
Fri Apr 10 02:07:02 2015	1428646022	96	50	147	41
Fri Apr 10 02:06:58 2015	1428646018	102	47	149	43
Fri Apr 10 02:06:57 2015	1428646017	89	60	149	42
Fri Apr 10 02:07:01 2015	1428646021	102	48	149	43
Fri Apr 10 02:07:00 2015	1428646020	96	53	149	46
Fri Apr 10 02:06:59 2015	1428646019	109	40	149	39
Fri Apr 10 02:06:59 2015	1428646019	105	45	150	41
Fri Apr 10 02:07:00 2015	1428646020	109	43	152	43
Fri Apr 10 02:07:01 2015	1428646021	111	43	154	41
Fri Apr 10 02:06:56 2015	1428646016	105	49	154	48
Fri Apr 10 02:06:58 2015	1428646018	113	51	163	43
Fri Apr 10 02:07:02 2015	1428646022	130	50	180	44
