starttime	seconds	ctime	dtime	ttime	wait
Mon Apr 20 02:13:14 2015	1429510394	63	28	91	27
Mon Apr 20 02:13:15 2015	1429510395	66	27	93	26
Mon Apr 20 02:13:15 2015	1429510395	67	26	94	26
Mon Apr 20 02:13:15 2015	1429510395	66	29	95	28
Mon Apr 20 02:13:15 2015	1429510395	67	28	95	28
Mon Apr 20 02:13:15 2015	1429510395	64	33	97	32
Mon Apr 20 02:13:15 2015	1429510395	76	24	100	24
Mon Apr 20 02:13:14 2015	1429510394	72	29	101	28
Mon Apr 20 02:13:15 2015	1429510395	79	27	106	27
Mon Apr 20 02:13:15 2015	1429510395	90	28	118	28
