starttime	seconds	ctime	dtime	ttime	wait
Thu Apr 09 05:42:54 2015	1428572574	32	52	84	51
Thu Apr 09 05:42:53 2015	1428572573	35	49	85	48
Thu Apr 09 05:42:55 2015	1428572575	37	49	85	48
Thu Apr 09 05:42:53 2015	1428572573	32	55	86	53
Thu Apr 09 05:42:53 2015	1428572573	34	53	87	53
Thu Apr 09 05:42:54 2015	1428572574	33	54	87	50
Thu Apr 09 05:42:55 2015	1428572575	36	53	89	49
Thu Apr 09 05:42:55 2015	1428572575	39	51	90	50
Thu Apr 09 05:42:55 2015	1428572575	33	56	90	51
Thu Apr 09 05:42:55 2015	1428572575	36	54	90	52
Thu Apr 09 05:42:53 2015	1428572573	36	54	90	51
Thu Apr 09 05:42:53 2015	1428572573	37	52	90	48
Thu Apr 09 05:42:55 2015	1428572575	37	53	90	52
Thu Apr 09 05:42:54 2015	1428572574	42	49	90	47
Thu Apr 09 05:42:55 2015	1428572575	40	51	91	48
Thu Apr 09 05:42:53 2015	1428572573	40	53	93	50
Thu Apr 09 05:42:54 2015	1428572574	36	58	94	55
Thu Apr 09 05:42:53 2015	1428572573	40	55	94	53
Thu Apr 09 05:42:55 2015	1428572575	42	52	95	50
Thu Apr 09 05:42:54 2015	1428572574	41	54	95	52
Thu Apr 09 05:42:54 2015	1428572574	40	55	95	54
Thu Apr 09 05:42:53 2015	1428572573	38	57	95	52
Thu Apr 09 05:42:54 2015	1428572574	35	60	95	56
Thu Apr 09 05:42:55 2015	1428572575	40	56	96	55
Thu Apr 09 05:42:55 2015	1428572575	45	54	99	52
Thu Apr 09 05:42:54 2015	1428572574	48	51	100	48
Thu Apr 09 05:42:54 2015	1428572574	40	60	100	57
Thu Apr 09 05:42:53 2015	1428572573	38	62	101	53
Thu Apr 09 05:42:53 2015	1428572573	42	68	110	50
Thu Apr 09 05:42:54 2015	1428572574	68	53	121	52
