starttime	seconds	ctime	dtime	ttime	wait
Mon Apr 20 02:48:06 2015	1429512486	180	377	557	110
Mon Apr 20 02:48:08 2015	1429512488	193	387	580	111
Mon Apr 20 02:48:10 2015	1429512490	183	430	613	58
Mon Apr 20 02:48:11 2015	1429512491	181	444	624	111
Mon Apr 20 02:48:07 2015	1429512487	183	442	625	112
Mon Apr 20 02:48:09 2015	1429512489	184	479	663	109
Mon Apr 20 02:48:09 2015	1429512489	212	458	670	151
Mon Apr 20 02:48:05 2015	1429512485	191	497	689	107
Mon Apr 20 02:48:05 2015	1429512485	188	535	723	161
Mon Apr 20 02:48:07 2015	1429512487	189	606	795	163
