starttime	seconds	ctime	dtime	ttime	wait
Fri Apr 10 00:11:56 2015	1428639116	65	44	109	42
Fri Apr 10 00:11:56 2015	1428639116	65	45	109	40
Fri Apr 10 00:11:57 2015	1428639117	61	48	109	43
Fri Apr 10 00:11:58 2015	1428639118	62	47	110	43
Fri Apr 10 00:11:58 2015	1428639118	64	46	110	45
Fri Apr 10 00:11:55 2015	1428639115	63	48	111	43
Fri Apr 10 00:11:57 2015	1428639117	68	44	112	42
Fri Apr 10 00:11:56 2015	1428639116	69	44	113	40
Fri Apr 10 00:11:55 2015	1428639115	67	47	114	42
Fri Apr 10 00:11:55 2015	1428639115	65	49	114	47
Fri Apr 10 00:11:56 2015	1428639116	68	46	114	43
Fri Apr 10 00:11:56 2015	1428639116	66	48	114	44
Fri Apr 10 00:11:54 2015	1428639114	67	48	115	42
Fri Apr 10 00:11:55 2015	1428639115	71	44	115	41
Fri Apr 10 00:11:57 2015	1428639117	70	47	116	41
Fri Apr 10 00:11:55 2015	1428639115	68	48	116	46
Fri Apr 10 00:11:55 2015	1428639115	69	49	119	46
Fri Apr 10 00:11:57 2015	1428639117	76	44	120	41
Fri Apr 10 00:11:58 2015	1428639118	75	45	120	43
Fri Apr 10 00:11:57 2015	1428639117	71	50	121	49
Fri Apr 10 00:11:56 2015	1428639116	73	48	121	46
Fri Apr 10 00:11:55 2015	1428639115	71	49	121	44
Fri Apr 10 00:11:57 2015	1428639117	68	53	122	44
Fri Apr 10 00:11:56 2015	1428639116	78	46	124	42
Fri Apr 10 00:11:56 2015	1428639116	78	47	126	43
Fri Apr 10 00:11:56 2015	1428639116	84	45	129	42
Fri Apr 10 00:11:57 2015	1428639117	80	49	129	44
Fri Apr 10 00:11:58 2015	1428639118	83	46	129	40
Fri Apr 10 00:11:57 2015	1428639117	73	59	132	45
Fri Apr 10 00:11:55 2015	1428639115	94	50	144	44
