starttime	seconds	ctime	dtime	ttime	wait
Mon Apr 20 00:39:09 2015	1429504749	91	135	226	86
Mon Apr 20 00:39:10 2015	1429504750	95	141	236	90
Mon Apr 20 00:39:10 2015	1429504750	96	164	260	91
Mon Apr 20 00:39:11 2015	1429504751	108	181	289	109
Mon Apr 20 00:39:11 2015	1429504751	121	198	319	131
Mon Apr 20 00:39:09 2015	1429504749	120	229	349	100
Mon Apr 20 00:39:12 2015	1429504752	101	257	358	207
Mon Apr 20 00:39:10 2015	1429504750	120	239	358	142
Mon Apr 20 00:39:11 2015	1429504751	94	277	371	231
Mon Apr 20 00:39:09 2015	1429504749	89	510	600	410
