starttime	seconds	ctime	dtime	ttime	wait
Fri Apr 10 03:07:59 2015	1428649679	77	238	315	232
Fri Apr 10 03:08:06 2015	1428649686	77	263	339	261
Fri Apr 10 03:07:57 2015	1428649677	92	258	350	252
Fri Apr 10 03:08:05 2015	1428649685	73	283	356	279
Fri Apr 10 03:08:00 2015	1428649680	72	292	364	260
Fri Apr 10 03:07:56 2015	1428649676	105	271	376	266
Fri Apr 10 03:08:01 2015	1428649681	90	289	379	285
Fri Apr 10 03:08:05 2015	1428649685	99	281	380	277
Fri Apr 10 03:07:59 2015	1428649679	74	310	384	307
Fri Apr 10 03:08:07 2015	1428649687	85	300	385	299
Fri Apr 10 03:08:00 2015	1428649680	92	298	390	295
Fri Apr 10 03:07:55 2015	1428649675	59	349	408	345
Fri Apr 10 03:08:03 2015	1428649683	97	338	435	336
Fri Apr 10 03:07:56 2015	1428649676	95	343	438	338
Fri Apr 10 03:08:08 2015	1428649688	68	371	439	366
Fri Apr 10 03:07:59 2015	1428649679	94	346	440	345
Fri Apr 10 03:07:58 2015	1428649678	100	350	450	345
Fri Apr 10 03:08:01 2015	1428649681	101	373	474	372
Fri Apr 10 03:08:00 2015	1428649680	75	410	485	405
Fri Apr 10 03:08:08 2015	1428649688	69	440	509	438
Fri Apr 10 03:08:02 2015	1428649682	75	436	510	431
Fri Apr 10 03:08:09 2015	1428649689	101	410	510	407
Fri Apr 10 03:08:07 2015	1428649687	92	427	519	423
Fri Apr 10 03:07:58 2015	1428649678	93	430	523	426
Fri Apr 10 03:08:05 2015	1428649685	89	450	539	443
Fri Apr 10 03:08:02 2015	1428649682	78	470	549	469
Fri Apr 10 03:07:57 2015	1428649677	70	484	553	479
Fri Apr 10 03:08:06 2015	1428649686	70	500	570	497
Fri Apr 10 03:08:04 2015	1428649684	76	514	590	510
Fri Apr 10 03:08:03 2015	1428649683	97	498	594	496
