starttime	seconds	ctime	dtime	ttime	wait
Thu Apr 09 00:16:34 2015	1428552994	63	26	89	25
Thu Apr 09 00:16:32 2015	1428552992	64	26	90	25
Thu Apr 09 00:16:33 2015	1428552993	63	28	91	26
Thu Apr 09 00:16:33 2015	1428552993	64	29	93	27
Thu Apr 09 00:16:35 2015	1428552995	64	30	94	25
Thu Apr 09 00:16:31 2015	1428552991	68	26	94	25
Thu Apr 09 00:16:32 2015	1428552992	65	30	94	26
Thu Apr 09 00:16:33 2015	1428552993	68	27	95	25
Thu Apr 09 00:16:35 2015	1428552995	68	27	95	23
Thu Apr 09 00:16:33 2015	1428552993	66	30	95	26
Thu Apr 09 00:16:33 2015	1428552993	68	31	99	29
Thu Apr 09 00:16:34 2015	1428552994	71	28	99	26
Thu Apr 09 00:16:31 2015	1428552991	70	29	99	27
Thu Apr 09 00:16:34 2015	1428552994	69	30	99	25
Thu Apr 09 00:16:34 2015	1428552994	73	26	99	25
Thu Apr 09 00:16:35 2015	1428552995	68	31	99	27
Thu Apr 09 00:16:31 2015	1428552991	71	28	99	26
Thu Apr 09 00:16:34 2015	1428552994	71	29	100	27
Thu Apr 09 00:16:31 2015	1428552991	72	28	100	25
Thu Apr 09 00:16:34 2015	1428552994	71	29	100	27
Thu Apr 09 00:16:31 2015	1428552991	72	31	103	29
Thu Apr 09 00:16:35 2015	1428552995	72	31	103	29
Thu Apr 09 00:16:35 2015	1428552995	76	28	103	26
Thu Apr 09 00:16:32 2015	1428552992	69	35	104	32
Thu Apr 09 00:16:35 2015	1428552995	68	36	104	33
Thu Apr 09 00:16:32 2015	1428552992	74	30	104	25
Thu Apr 09 00:16:32 2015	1428552992	73	31	104	25
Thu Apr 09 00:16:30 2015	1428552990	73	31	104	29
Thu Apr 09 00:16:34 2015	1428552994	70	35	104	30
Thu Apr 09 00:16:31 2015	1428552991	72	33	104	27
Thu Apr 09 00:16:34 2015	1428552994	73	32	104	28
Thu Apr 09 00:16:34 2015	1428552994	75	30	105	26
Thu Apr 09 00:16:32 2015	1428552992	74	31	105	27
Thu Apr 09 00:16:33 2015	1428552993	75	30	105	28
Thu Apr 09 00:16:35 2015	1428552995	77	28	105	26
Thu Apr 09 00:16:30 2015	1428552990	75	30	105	28
Thu Apr 09 00:16:35 2015	1428552995	74	32	105	27
Thu Apr 09 00:16:35 2015	1428552995	78	30	108	28
Thu Apr 09 00:16:33 2015	1428552993	79	30	109	29
Thu Apr 09 00:16:31 2015	1428552991	80	34	114	28
Thu Apr 09 00:16:33 2015	1428552993	83	31	114	26
Thu Apr 09 00:16:34 2015	1428552994	79	35	114	28
Thu Apr 09 00:16:32 2015	1428552992	84	30	114	25
Thu Apr 09 00:16:32 2015	1428552992	88	26	114	25
Thu Apr 09 00:16:35 2015	1428552995	66	50	116	28
Thu Apr 09 00:16:32 2015	1428552992	79	38	116	32
Thu Apr 09 00:16:33 2015	1428552993	66	51	117	24
Thu Apr 09 00:16:32 2015	1428552992	75	48	123	28
Thu Apr 09 00:16:31 2015	1428552991	97	27	124	25
Thu Apr 09 00:16:31 2015	1428552991	98	33	131	27
