starttime	seconds	ctime	dtime	ttime	wait
Mon Apr 20 05:51:49 2015	1429523509	36	61	97	57
Mon Apr 20 05:51:48 2015	1429523508	42	64	106	60
Mon Apr 20 05:51:48 2015	1429523508	35	73	108	65
Mon Apr 20 05:51:49 2015	1429523509	43	68	111	66
Mon Apr 20 05:51:48 2015	1429523508	32	80	113	59
Mon Apr 20 05:51:48 2015	1429523508	29	93	122	65
Mon Apr 20 05:51:49 2015	1429523509	37	87	124	65
Mon Apr 20 05:51:49 2015	1429523509	41	92	133	63
Mon Apr 20 05:51:49 2015	1429523509	33	110	143	66
Mon Apr 20 05:51:48 2015	1429523508	36	108	144	56
