starttime	seconds	ctime	dtime	ttime	wait
Mon Apr 20 05:51:41 2015	1429523501	57	81	138	58
Mon Apr 20 05:51:42 2015	1429523502	63	79	141	55
Mon Apr 20 05:51:41 2015	1429523501	62	85	148	63
Mon Apr 20 05:51:41 2015	1429523501	64	84	148	58
Mon Apr 20 05:51:42 2015	1429523502	65	85	150	62
Mon Apr 20 05:51:42 2015	1429523502	73	81	154	58
Mon Apr 20 05:51:41 2015	1429523501	72	84	157	56
Mon Apr 20 05:51:41 2015	1429523501	72	88	160	62
Mon Apr 20 05:51:41 2015	1429523501	72	89	161	58
Mon Apr 20 05:51:41 2015	1429523501	81	81	162	55
