starttime	seconds	ctime	dtime	ttime	wait
Fri Apr 10 02:14:49 2015	1428646489	85	44	129	42
Fri Apr 10 02:14:51 2015	1428646491	85	45	130	41
Fri Apr 10 02:14:49 2015	1428646489	86	44	131	40
Fri Apr 10 02:14:50 2015	1428646490	89	44	133	41
Fri Apr 10 02:14:50 2015	1428646490	89	44	134	40
Fri Apr 10 02:14:52 2015	1428646492	88	46	134	40
Fri Apr 10 02:14:53 2015	1428646493	93	41	134	39
Fri Apr 10 02:14:52 2015	1428646492	91	44	134	42
Fri Apr 10 02:14:50 2015	1428646490	88	46	134	41
Fri Apr 10 02:14:50 2015	1428646490	88	46	134	42
Fri Apr 10 02:14:51 2015	1428646491	88	47	135	43
Fri Apr 10 02:14:53 2015	1428646493	92	47	139	44
Fri Apr 10 02:14:53 2015	1428646493	97	42	139	40
Fri Apr 10 02:14:49 2015	1428646489	96	44	139	40
Fri Apr 10 02:14:51 2015	1428646491	91	50	140	46
Fri Apr 10 02:14:50 2015	1428646490	92	49	140	47
Fri Apr 10 02:14:53 2015	1428646493	98	45	143	42
Fri Apr 10 02:14:50 2015	1428646490	93	50	144	50
Fri Apr 10 02:14:51 2015	1428646491	96	48	144	43
Fri Apr 10 02:14:53 2015	1428646493	99	46	145	42
Fri Apr 10 02:14:50 2015	1428646490	99	46	146	42
Fri Apr 10 02:14:52 2015	1428646492	98	49	146	45
Fri Apr 10 02:14:51 2015	1428646491	99	50	149	42
Fri Apr 10 02:14:51 2015	1428646491	105	44	149	40
Fri Apr 10 02:14:52 2015	1428646492	100	49	149	45
Fri Apr 10 02:14:49 2015	1428646489	104	46	150	43
Fri Apr 10 02:14:51 2015	1428646491	106	48	154	42
Fri Apr 10 02:14:52 2015	1428646492	112	56	168	43
Fri Apr 10 02:14:52 2015	1428646492	119	49	168	45
Fri Apr 10 02:14:49 2015	1428646489	97	72	169	40
