starttime	seconds	ctime	dtime	ttime	wait
Sun Apr 19 23:46:36 2015	1429501596	592	146	738	143
Sun Apr 19 23:46:37 2015	1429501597	594	145	739	144
Sun Apr 19 23:46:34 2015	1429501594	593	146	740	143
Sun Apr 19 23:46:33 2015	1429501593	596	145	741	144
Sun Apr 19 23:46:38 2015	1429501598	597	148	745	146
Sun Apr 19 23:46:32 2015	1429501592	604	148	752	146
Sun Apr 19 23:46:39 2015	1429501599	606	146	752	145
Sun Apr 19 23:46:35 2015	1429501595	603	156	759	145
Sun Apr 19 23:46:36 2015	1429501596	614	150	764	145
Sun Apr 19 23:46:33 2015	1429501593	616	148	764	145
