starttime	seconds	ctime	dtime	ttime	wait
Thu Apr 09 05:51:05 2015	1428573065	36	24	60	23
Thu Apr 09 05:51:05 2015	1428573065	33	30	64	28
Thu Apr 09 05:51:05 2015	1428573065	33	31	64	28
Thu Apr 09 05:51:05 2015	1428573065	34	30	64	28
Thu Apr 09 05:51:05 2015	1428573065	35	30	65	29
Thu Apr 09 05:51:06 2015	1428573066	37	28	65	27
Thu Apr 09 05:51:06 2015	1428573066	35	30	65	30
Thu Apr 09 05:51:06 2015	1428573066	38	29	67	29
Thu Apr 09 05:51:05 2015	1428573065	37	32	69	32
Thu Apr 09 05:51:06 2015	1428573066	36	34	70	28
Thu Apr 09 05:51:06 2015	1428573066	38	32	70	31
Thu Apr 09 05:51:05 2015	1428573065	39	32	71	28
Thu Apr 09 05:51:05 2015	1428573065	38	34	72	32
Thu Apr 09 05:51:05 2015	1428573065	35	37	72	36
Thu Apr 09 05:51:06 2015	1428573066	42	32	74	27
Thu Apr 09 05:51:05 2015	1428573065	41	34	75	32
Thu Apr 09 05:51:06 2015	1428573066	40	43	83	43
Thu Apr 09 05:51:05 2015	1428573065	54	31	85	27
Thu Apr 09 05:51:06 2015	1428573066	37	49	86	48
Thu Apr 09 05:51:05 2015	1428573065	46	40	86	36
