starttime	seconds	ctime	dtime	ttime	wait
Mon Apr 20 05:55:15 2015	1429523715	84	65	150	61
Mon Apr 20 05:55:15 2015	1429523715	83	82	165	58
Mon Apr 20 05:55:16 2015	1429523716	86	85	171	60
Mon Apr 20 05:55:16 2015	1429523716	83	89	171	64
Mon Apr 20 05:55:16 2015	1429523716	88	84	172	58
Mon Apr 20 05:55:16 2015	1429523716	85	88	173	59
Mon Apr 20 05:55:16 2015	1429523716	88	86	174	61
Mon Apr 20 05:55:16 2015	1429523716	90	85	175	61
Mon Apr 20 05:55:15 2015	1429523715	88	90	178	63
Mon Apr 20 05:55:15 2015	1429523715	86	107	194	62
