starttime	seconds	ctime	dtime	ttime	wait
Fri Apr 10 00:16:03 2015	1428639363	63	41	104	40
Fri Apr 10 00:16:03 2015	1428639363	62	46	108	42
Fri Apr 10 00:16:05 2015	1428639365	62	48	109	47
Fri Apr 10 00:16:03 2015	1428639363	62	47	109	43
Fri Apr 10 00:16:08 2015	1428639368	65	44	109	38
Fri Apr 10 00:16:06 2015	1428639366	62	47	109	41
Fri Apr 10 00:16:03 2015	1428639363	62	47	109	45
Fri Apr 10 00:16:02 2015	1428639362	63	46	109	43
Fri Apr 10 00:16:05 2015	1428639365	65	45	110	43
Fri Apr 10 00:16:06 2015	1428639366	64	45	110	43
Fri Apr 10 00:16:08 2015	1428639368	65	45	110	42
Fri Apr 10 00:16:05 2015	1428639365	62	47	110	42
Fri Apr 10 00:16:06 2015	1428639366	66	44	110	42
Fri Apr 10 00:16:03 2015	1428639363	65	44	110	43
Fri Apr 10 00:16:08 2015	1428639368	63	47	110	42
Fri Apr 10 00:16:04 2015	1428639364	66	44	110	41
Fri Apr 10 00:16:07 2015	1428639367	66	45	110	43
Fri Apr 10 00:16:08 2015	1428639368	63	47	110	45
Fri Apr 10 00:16:07 2015	1428639367	65	46	110	44
Fri Apr 10 00:16:05 2015	1428639365	65	46	110	41
Fri Apr 10 00:16:03 2015	1428639363	64	47	111	42
Fri Apr 10 00:16:04 2015	1428639364	74	39	113	38
Fri Apr 10 00:16:06 2015	1428639366	66	48	114	45
Fri Apr 10 00:16:07 2015	1428639367	74	40	114	39
Fri Apr 10 00:16:05 2015	1428639365	63	52	115	46
Fri Apr 10 00:16:03 2015	1428639363	72	43	115	41
Fri Apr 10 00:16:05 2015	1428639365	70	45	115	40
Fri Apr 10 00:16:07 2015	1428639367	69	46	115	45
Fri Apr 10 00:16:05 2015	1428639365	69	47	115	42
Fri Apr 10 00:16:04 2015	1428639364	70	46	116	44
Fri Apr 10 00:16:04 2015	1428639364	70	48	118	43
Fri Apr 10 00:16:05 2015	1428639365	75	45	120	40
Fri Apr 10 00:16:04 2015	1428639364	73	46	120	42
Fri Apr 10 00:16:06 2015	1428639366	71	49	120	42
Fri Apr 10 00:16:02 2015	1428639362	75	45	120	43
Fri Apr 10 00:16:07 2015	1428639367	77	44	121	43
Fri Apr 10 00:16:04 2015	1428639364	71	50	121	46
Fri Apr 10 00:16:03 2015	1428639363	75	47	122	47
Fri Apr 10 00:16:08 2015	1428639368	79	45	124	41
Fri Apr 10 00:16:07 2015	1428639367	81	44	125	43
Fri Apr 10 00:16:07 2015	1428639367	63	62	125	59
Fri Apr 10 00:16:05 2015	1428639365	85	45	130	42
Fri Apr 10 00:16:07 2015	1428639367	70	60	130	57
Fri Apr 10 00:16:06 2015	1428639366	68	62	130	56
Fri Apr 10 00:16:02 2015	1428639362	74	57	131	40
Fri Apr 10 00:16:03 2015	1428639363	88	46	134	41
Fri Apr 10 00:16:02 2015	1428639362	97	47	144	42
Fri Apr 10 00:16:08 2015	1428639368	70	150	220	147
Fri Apr 10 00:16:04 2015	1428639364	67	199	266	197
Fri Apr 10 00:16:06 2015	1428639366	75	234	310	231
