starttime	seconds	ctime	dtime	ttime	wait
Mon Apr 20 06:05:08 2015	1429524308	92	62	154	58
Mon Apr 20 06:05:08 2015	1429524308	85	80	164	56
Mon Apr 20 06:05:08 2015	1429524308	97	68	165	65
Mon Apr 20 06:05:09 2015	1429524309	86	85	171	60
Mon Apr 20 06:05:07 2015	1429524307	83	88	171	61
Mon Apr 20 06:05:08 2015	1429524308	88	84	171	58
Mon Apr 20 06:05:09 2015	1429524309	86	87	173	60
Mon Apr 20 06:05:08 2015	1429524308	91	86	178	61
Mon Apr 20 06:05:07 2015	1429524307	92	86	178	59
Mon Apr 20 06:05:08 2015	1429524308	88	90	179	66
