starttime	seconds	ctime	dtime	ttime	wait
Mon Apr 20 06:05:04 2015	1429524304	58	65	122	60
Mon Apr 20 06:05:04 2015	1429524304	58	77	135	55
Mon Apr 20 06:05:05 2015	1429524305	58	79	137	57
Mon Apr 20 06:05:04 2015	1429524304	55	84	139	58
Mon Apr 20 06:05:04 2015	1429524304	63	88	152	64
Mon Apr 20 06:05:04 2015	1429524304	70	83	152	59
Mon Apr 20 06:05:04 2015	1429524304	69	86	155	61
Mon Apr 20 06:05:05 2015	1429524305	67	93	160	55
Mon Apr 20 06:05:05 2015	1429524305	71	93	164	59
Mon Apr 20 06:05:05 2015	1429524305	66	99	165	61
