starttime	seconds	ctime	dtime	ttime	wait
Thu Apr 09 07:06:38 2015	1428577598	67	243	309	242
Thu Apr 09 07:06:46 2015	1428577606	77	252	329	247
Thu Apr 09 07:06:40 2015	1428577600	64	269	333	258
Thu Apr 09 07:06:34 2015	1428577594	70	264	335	264
Thu Apr 09 07:06:33 2015	1428577593	74	265	339	261
Thu Apr 09 07:06:38 2015	1428577598	95	260	355	258
Thu Apr 09 07:06:42 2015	1428577602	66	313	379	304
Thu Apr 09 07:06:37 2015	1428577597	78	325	403	322
Thu Apr 09 07:06:43 2015	1428577603	73	357	429	354
Thu Apr 09 07:06:43 2015	1428577603	64	374	439	373
Thu Apr 09 07:06:45 2015	1428577605	74	366	440	362
Thu Apr 09 07:06:36 2015	1428577596	75	388	463	384
Thu Apr 09 07:06:42 2015	1428577602	65	399	465	395
Thu Apr 09 07:06:42 2015	1428577602	77	403	480	401
Thu Apr 09 07:06:34 2015	1428577594	92	391	484	387
Thu Apr 09 07:06:46 2015	1428577606	89	424	514	424
Thu Apr 09 07:06:37 2015	1428577597	59	465	524	462
Thu Apr 09 07:06:44 2015	1428577604	81	444	525	439
Thu Apr 09 07:06:40 2015	1428577600	67	459	526	456
Thu Apr 09 07:06:33 2015	1428577593	78	474	551	471
Thu Apr 09 07:06:36 2015	1428577596	69	505	574	500
Thu Apr 09 07:06:38 2015	1428577598	64	519	583	514
Thu Apr 09 07:06:39 2015	1428577599	72	513	585	511
Thu Apr 09 07:06:44 2015	1428577604	73	525	598	522
Thu Apr 09 07:06:40 2015	1428577600	73	527	600	524
Thu Apr 09 07:06:35 2015	1428577595	83	518	601	513
Thu Apr 09 07:06:41 2015	1428577601	76	527	603	525
Thu Apr 09 07:06:47 2015	1428577607	89	516	605	512
Thu Apr 09 07:06:35 2015	1428577595	70	539	609	537
Thu Apr 09 07:06:45 2015	1428577605	75	539	614	535
