starttime	seconds	ctime	dtime	ttime	wait
Mon Apr 20 06:03:57 2015	1429524237	81	82	163	59
Mon Apr 20 06:03:56 2015	1429524236	87	78	165	53
Mon Apr 20 06:03:57 2015	1429524237	85	85	170	58
Mon Apr 20 06:03:57 2015	1429524237	86	85	170	57
Mon Apr 20 06:03:57 2015	1429524237	89	86	174	61
Mon Apr 20 06:03:57 2015	1429524237	96	84	180	59
Mon Apr 20 06:03:57 2015	1429524237	111	86	197	63
Mon Apr 20 06:03:58 2015	1429524238	86	147	233	120
Mon Apr 20 06:03:58 2015	1429524238	160	87	247	62
Mon Apr 20 06:03:58 2015	1429524238	168	135	303	109
