starttime	seconds	ctime	dtime	ttime	wait
Mon Apr 20 01:45:57 2015	1429508757	847	1154	2000	561
Mon Apr 20 01:45:55 2015	1429508755	1003	1381	2384	328
Mon Apr 20 01:45:59 2015	1429508759	844	1671	2515	554
Mon Apr 20 01:45:49 2015	1429508749	836	1687	2524	592
Mon Apr 20 01:45:46 2015	1429508746	831	1932	2763	551
Mon Apr 20 01:46:08 2015	1429508768	841	1935	2776	280
Mon Apr 20 01:46:11 2015	1429508771	961	1922	2883	943
Mon Apr 20 01:46:02 2015	1429508762	978	1953	2931	678
Mon Apr 20 01:45:52 2015	1429508752	951	2183	3135	628
Mon Apr 20 01:46:05 2015	1429508765	1000	2293	3293	331
