starttime	seconds	ctime	dtime	ttime	wait
Fri Apr 10 02:08:48 2015	1428646128	89	42	132	41
Fri Apr 10 02:08:48 2015	1428646128	89	44	133	42
Fri Apr 10 02:08:46 2015	1428646126	90	44	133	41
Fri Apr 10 02:08:45 2015	1428646125	87	47	134	43
Fri Apr 10 02:08:49 2015	1428646129	88	46	134	41
Fri Apr 10 02:08:47 2015	1428646127	89	45	134	40
Fri Apr 10 02:08:48 2015	1428646128	92	44	136	40
Fri Apr 10 02:08:46 2015	1428646126	92	46	138	41
Fri Apr 10 02:08:45 2015	1428646125	91	49	139	44
Fri Apr 10 02:08:45 2015	1428646125	95	44	139	42
Fri Apr 10 02:08:48 2015	1428646128	92	47	140	44
Fri Apr 10 02:08:46 2015	1428646126	97	43	140	39
Fri Apr 10 02:08:48 2015	1428646128	96	44	140	41
Fri Apr 10 02:08:46 2015	1428646126	97	44	141	41
Fri Apr 10 02:08:48 2015	1428646128	97	45	142	43
Fri Apr 10 02:08:47 2015	1428646127	92	51	143	50
Fri Apr 10 02:08:47 2015	1428646127	93	51	144	45
Fri Apr 10 02:08:49 2015	1428646129	100	44	144	44
Fri Apr 10 02:08:46 2015	1428646126	98	47	144	43
Fri Apr 10 02:08:47 2015	1428646127	96	49	145	48
Fri Apr 10 02:08:47 2015	1428646127	102	43	145	41
Fri Apr 10 02:08:45 2015	1428646125	98	47	145	41
Fri Apr 10 02:08:45 2015	1428646125	102	47	149	44
Fri Apr 10 02:08:48 2015	1428646128	106	43	149	41
Fri Apr 10 02:08:46 2015	1428646126	106	47	153	43
Fri Apr 10 02:08:45 2015	1428646125	106	47	154	43
Fri Apr 10 02:08:47 2015	1428646127	107	48	155	44
Fri Apr 10 02:08:47 2015	1428646127	103	54	156	49
Fri Apr 10 02:08:44 2015	1428646124	118	42	160	40
Fri Apr 10 02:08:45 2015	1428646125	155	44	199	43
