starttime	seconds	ctime	dtime	ttime	wait
Fri Apr 10 00:56:14 2015	1428641774	69	256	325	252
Fri Apr 10 00:56:16 2015	1428641776	62	277	340	276
Fri Apr 10 00:56:00 2015	1428641760	67	281	348	277
Fri Apr 10 00:56:02 2015	1428641762	72	278	350	277
Fri Apr 10 00:56:08 2015	1428641768	68	293	361	291
Fri Apr 10 00:56:15 2015	1428641775	81	283	364	282
Fri Apr 10 00:56:11 2015	1428641771	70	299	370	298
Fri Apr 10 00:56:15 2015	1428641775	67	319	385	314
Fri Apr 10 00:56:07 2015	1428641767	75	311	386	306
Fri Apr 10 00:56:08 2015	1428641768	89	299	389	297
Fri Apr 10 00:56:15 2015	1428641775	59	335	394	332
Fri Apr 10 00:56:01 2015	1428641761	65	350	416	349
Fri Apr 10 00:56:11 2015	1428641771	67	375	441	368
Fri Apr 10 00:55:59 2015	1428641759	67	376	443	374
Fri Apr 10 00:55:58 2015	1428641758	65	391	456	389
Fri Apr 10 00:56:06 2015	1428641766	63	421	484	418
Fri Apr 10 00:56:01 2015	1428641761	70	419	489	415
Fri Apr 10 00:56:08 2015	1428641768	69	421	490	416
Fri Apr 10 00:56:05 2015	1428641765	71	418	490	417
Fri Apr 10 00:56:13 2015	1428641773	66	439	505	435
Fri Apr 10 00:55:59 2015	1428641759	61	453	514	448
Fri Apr 10 00:56:16 2015	1428641776	70	445	516	441
Fri Apr 10 00:56:02 2015	1428641762	64	466	530	463
Fri Apr 10 00:56:11 2015	1428641771	74	459	533	457
Fri Apr 10 00:56:17 2015	1428641777	69	475	544	472
Fri Apr 10 00:56:06 2015	1428641766	68	481	549	479
Fri Apr 10 00:56:17 2015	1428641777	72	478	550	476
Fri Apr 10 00:56:09 2015	1428641769	69	485	554	481
Fri Apr 10 00:56:00 2015	1428641760	87	472	559	469
Fri Apr 10 00:56:05 2015	1428641765	65	501	566	497
Fri Apr 10 00:56:13 2015	1428641773	63	506	569	502
Fri Apr 10 00:56:04 2015	1428641764	67	507	574	505
Fri Apr 10 00:56:03 2015	1428641763	77	510	587	507
Fri Apr 10 00:56:03 2015	1428641763	64	528	592	525
Fri Apr 10 00:56:00 2015	1428641760	88	512	600	509
Fri Apr 10 00:56:09 2015	1428641769	66	543	610	542
Fri Apr 10 00:56:07 2015	1428641767	69	541	610	537
Fri Apr 10 00:56:10 2015	1428641770	71	540	611	537
Fri Apr 10 00:56:14 2015	1428641774	80	540	620	539
Fri Apr 10 00:56:12 2015	1428641772	75	545	620	540
