starttime	seconds	ctime	dtime	ttime	wait
Thu Apr 09 01:01:19 2015	1428555679	49	291	339	285
Thu Apr 09 01:01:18 2015	1428555678	47	295	343	293
Thu Apr 09 01:01:21 2015	1428555681	49	332	380	321
Thu Apr 09 01:01:18 2015	1428555678	60	326	386	323
Thu Apr 09 01:01:17 2015	1428555677	89	307	396	303
Thu Apr 09 01:01:18 2015	1428555678	60	371	431	367
Thu Apr 09 01:01:20 2015	1428555680	60	379	439	374
Thu Apr 09 01:01:19 2015	1428555679	53	479	532	478
Thu Apr 09 01:01:20 2015	1428555680	56	476	533	472
Thu Apr 09 01:01:21 2015	1428555681	54	490	545	488
