starttime	seconds	ctime	dtime	ttime	wait
Fri Apr 10 02:40:39 2015	1428648039	94	280	375	280
Fri Apr 10 02:40:38 2015	1428648038	105	344	449	340
Fri Apr 10 02:40:43 2015	1428648043	184	283	467	283
Fri Apr 10 02:40:40 2015	1428648040	192	334	526	330
Fri Apr 10 02:40:39 2015	1428648039	102	450	552	448
Fri Apr 10 02:40:42 2015	1428648042	97	460	557	457
Fri Apr 10 02:40:38 2015	1428648038	97	514	610	512
Fri Apr 10 02:40:41 2015	1428648041	179	555	735	555
Fri Apr 10 02:40:40 2015	1428648040	224	541	764	540
Fri Apr 10 02:40:42 2015	1428648042	194	588	782	587
