starttime	seconds	ctime	dtime	ttime	wait
Fri Apr 10 02:41:40 2015	1428648100	77	258	335	254
Fri Apr 10 02:41:39 2015	1428648099	87	252	340	250
Fri Apr 10 02:41:34 2015	1428648094	64	281	345	279
Fri Apr 10 02:41:33 2015	1428648093	77	272	349	267
Fri Apr 10 02:41:42 2015	1428648102	72	278	350	277
Fri Apr 10 02:41:32 2015	1428648092	88	267	354	263
Fri Apr 10 02:41:48 2015	1428648108	91	263	355	258
Fri Apr 10 02:41:49 2015	1428648109	84	272	356	269
Fri Apr 10 02:41:40 2015	1428648100	76	283	359	278
Fri Apr 10 02:41:42 2015	1428648102	69	292	360	291
Fri Apr 10 02:41:38 2015	1428648098	76	284	361	278
Fri Apr 10 02:41:28 2015	1428648088	87	274	361	270
Fri Apr 10 02:41:41 2015	1428648101	101	263	364	263
Fri Apr 10 02:41:37 2015	1428648097	76	288	364	284
Fri Apr 10 02:41:37 2015	1428648097	100	274	374	273
Fri Apr 10 02:41:31 2015	1428648091	72	308	380	302
Fri Apr 10 02:41:30 2015	1428648090	72	313	385	309
Fri Apr 10 02:41:33 2015	1428648093	78	315	393	313
Fri Apr 10 02:41:31 2015	1428648091	76	329	405	324
Fri Apr 10 02:41:42 2015	1428648102	102	307	408	304
Fri Apr 10 02:41:39 2015	1428648099	104	305	409	303
Fri Apr 10 02:41:36 2015	1428648096	109	300	409	296
Fri Apr 10 02:41:45 2015	1428648105	97	318	414	316
Fri Apr 10 02:41:44 2015	1428648104	90	339	428	327
Fri Apr 10 02:41:47 2015	1428648107	68	367	435	363
Fri Apr 10 02:41:32 2015	1428648092	91	350	441	344
Fri Apr 10 02:41:38 2015	1428648098	74	370	443	368
Fri Apr 10 02:41:41 2015	1428648101	100	344	444	339
Fri Apr 10 02:41:35 2015	1428648095	68	387	455	386
Fri Apr 10 02:41:33 2015	1428648093	91	379	471	377
Fri Apr 10 02:41:43 2015	1428648103	90	384	474	380
Fri Apr 10 02:41:45 2015	1428648105	72	409	482	388
Fri Apr 10 02:41:48 2015	1428648108	73	411	483	409
Fri Apr 10 02:41:50 2015	1428648110	97	387	484	385
Fri Apr 10 02:41:29 2015	1428648089	92	397	489	393
Fri Apr 10 02:41:30 2015	1428648090	99	390	489	385
Fri Apr 10 02:41:35 2015	1428648095	90	415	505	413
Fri Apr 10 02:41:30 2015	1428648090	94	414	508	413
Fri Apr 10 02:41:29 2015	1428648089	66	444	511	443
Fri Apr 10 02:41:50 2015	1428648110	94	449	543	447
Fri Apr 10 02:41:46 2015	1428648106	116	434	549	431
Fri Apr 10 02:41:37 2015	1428648097	96	459	555	455
Fri Apr 10 02:41:46 2015	1428648106	80	479	559	475
Fri Apr 10 02:41:49 2015	1428648109	96	464	560	462
Fri Apr 10 02:41:39 2015	1428648099	68	496	564	491
Fri Apr 10 02:41:44 2015	1428648104	76	494	570	490
Fri Apr 10 02:41:36 2015	1428648096	72	526	599	525
Fri Apr 10 02:41:34 2015	1428648094	96	503	599	499
Fri Apr 10 02:41:43 2015	1428648103	84	529	614	529
Fri Apr 10 02:41:47 2015	1428648107	96	529	624	527
