starttime	seconds	ctime	dtime	ttime	wait
Fri Apr 10 01:15:45 2015	1428642945	64	245	310	241
Fri Apr 10 01:15:46 2015	1428642946	70	250	320	246
Fri Apr 10 01:15:58 2015	1428642958	71	257	328	257
Fri Apr 10 01:15:47 2015	1428642947	66	264	329	262
Fri Apr 10 01:15:51 2015	1428642951	66	264	330	261
Fri Apr 10 01:15:50 2015	1428642950	96	259	355	256
Fri Apr 10 01:15:58 2015	1428642958	88	289	377	286
Fri Apr 10 01:15:59 2015	1428642959	68	312	380	305
Fri Apr 10 01:15:54 2015	1428642954	72	313	385	308
Fri Apr 10 01:15:55 2015	1428642955	66	323	389	320
Fri Apr 10 01:15:43 2015	1428642943	68	326	394	323
Fri Apr 10 01:16:00 2015	1428642960	65	338	402	337
Fri Apr 10 01:15:56 2015	1428642956	66	339	404	333
Fri Apr 10 01:15:52 2015	1428642952	67	346	414	342
Fri Apr 10 01:15:54 2015	1428642954	78	343	421	337
Fri Apr 10 01:15:50 2015	1428642950	63	361	424	356
Fri Apr 10 01:15:45 2015	1428642945	76	355	431	350
Fri Apr 10 01:15:53 2015	1428642953	63	371	434	367
Fri Apr 10 01:15:48 2015	1428642948	65	370	435	365
Fri Apr 10 01:15:47 2015	1428642947	65	376	440	374
Fri Apr 10 01:15:44 2015	1428642944	90	355	444	352
Fri Apr 10 01:15:57 2015	1428642957	66	390	455	386
Fri Apr 10 01:15:53 2015	1428642953	95	365	460	363
Fri Apr 10 01:15:43 2015	1428642943	68	397	466	396
Fri Apr 10 01:15:51 2015	1428642951	75	400	475	398
Fri Apr 10 01:15:45 2015	1428642945	61	419	480	416
Fri Apr 10 01:15:47 2015	1428642947	73	413	485	409
Fri Apr 10 01:15:44 2015	1428642944	64	421	485	419
Fri Apr 10 01:16:00 2015	1428642960	71	416	487	413
Fri Apr 10 01:15:58 2015	1428642958	67	433	499	429
Fri Apr 10 01:15:48 2015	1428642948	74	425	499	420
Fri Apr 10 01:15:55 2015	1428642955	64	436	500	430
Fri Apr 10 01:15:46 2015	1428642946	66	438	505	434
Fri Apr 10 01:15:53 2015	1428642953	63	452	515	444
Fri Apr 10 01:15:52 2015	1428642952	72	469	541	463
Fri Apr 10 01:15:56 2015	1428642956	67	474	541	471
Fri Apr 10 01:15:59 2015	1428642959	70	474	544	472
Fri Apr 10 01:15:49 2015	1428642949	70	495	565	494
Fri Apr 10 01:15:57 2015	1428642957	64	535	599	533
Fri Apr 10 01:15:49 2015	1428642949	71	549	620	543
