starttime	seconds	ctime	dtime	ttime	wait
Thu Apr 09 07:31:18 2015	1428579078	50	29	79	26
Thu Apr 09 07:31:19 2015	1428579079	56	28	84	26
Thu Apr 09 07:31:19 2015	1428579079	52	32	84	28
Thu Apr 09 07:31:18 2015	1428579078	58	36	94	32
Thu Apr 09 07:31:18 2015	1428579078	68	32	100	30
Thu Apr 09 07:31:19 2015	1428579079	52	71	123	70
Thu Apr 09 07:31:18 2015	1428579078	52	71	123	69
Thu Apr 09 07:31:19 2015	1428579079	50	73	123	71
Thu Apr 09 07:31:17 2015	1428579077	54	70	124	65
Thu Apr 09 07:31:19 2015	1428579079	53	72	125	67
Thu Apr 09 07:31:17 2015	1428579077	53	73	125	70
Thu Apr 09 07:31:19 2015	1428579079	53	72	125	71
Thu Apr 09 07:31:17 2015	1428579077	54	75	129	69
Thu Apr 09 07:31:18 2015	1428579078	60	70	130	67
Thu Apr 09 07:31:17 2015	1428579077	65	69	134	68
Thu Apr 09 07:31:18 2015	1428579078	64	71	135	70
Thu Apr 09 07:31:19 2015	1428579079	63	77	140	74
Thu Apr 09 07:31:18 2015	1428579078	69	71	140	66
Thu Apr 09 07:31:19 2015	1428579079	64	76	140	71
Thu Apr 09 07:31:18 2015	1428579078	79	70	149	65
