starttime	seconds	ctime	dtime	ttime	wait
Mon Apr 20 05:54:11 2015	1429523651	44	51	94	44
Mon Apr 20 05:54:11 2015	1429523651	49	48	98	43
Mon Apr 20 05:54:11 2015	1429523651	46	52	99	47
Mon Apr 20 05:54:11 2015	1429523651	47	52	99	48
Mon Apr 20 05:54:11 2015	1429523651	47	53	99	50
Mon Apr 20 05:54:11 2015	1429523651	46	54	100	45
Mon Apr 20 05:54:11 2015	1429523651	43	58	100	45
Mon Apr 20 05:54:11 2015	1429523651	52	52	103	44
Mon Apr 20 05:54:11 2015	1429523651	47	65	112	47
Mon Apr 20 05:54:11 2015	1429523651	52	64	117	45
