starttime	seconds	ctime	dtime	ttime	wait
Mon Apr 20 05:48:04 2015	1429523284	56	68	123	59
Mon Apr 20 05:48:05 2015	1429523285	58	67	125	61
Mon Apr 20 05:48:05 2015	1429523285	61	71	132	69
Mon Apr 20 05:48:05 2015	1429523285	62	71	132	64
Mon Apr 20 05:48:04 2015	1429523284	68	68	136	60
Mon Apr 20 05:48:05 2015	1429523285	72	65	136	60
Mon Apr 20 05:48:05 2015	1429523285	59	86	145	63
Mon Apr 20 05:48:05 2015	1429523285	59	87	146	60
Mon Apr 20 05:48:05 2015	1429523285	59	87	146	63
Mon Apr 20 05:48:04 2015	1429523284	58	260	318	252
