starttime	seconds	ctime	dtime	ttime	wait
Mon Apr 20 00:33:22 2015	1429504402	79	23	102	22
Mon Apr 20 00:33:21 2015	1429504401	82	22	103	19
Mon Apr 20 00:33:21 2015	1429504401	84	24	109	23
Mon Apr 20 00:33:21 2015	1429504401	88	25	113	24
Mon Apr 20 00:33:22 2015	1429504402	82	31	113	24
Mon Apr 20 00:33:22 2015	1429504402	91	27	118	25
Mon Apr 20 00:33:21 2015	1429504401	102	30	132	25
Mon Apr 20 00:33:22 2015	1429504402	142	25	167	25
Mon Apr 20 00:33:21 2015	1429504401	150	47	198	43
Mon Apr 20 00:33:21 2015	1429504401	142	66	208	66
