starttime	seconds	ctime	dtime	ttime	wait
Mon Apr 20 05:56:51 2015	1429523811	55	85	140	60
Mon Apr 20 05:56:52 2015	1429523812	54	86	140	62
Mon Apr 20 05:56:53 2015	1429523813	62	80	142	57
Mon Apr 20 05:56:52 2015	1429523812	62	82	144	58
Mon Apr 20 05:56:52 2015	1429523812	61	84	145	60
Mon Apr 20 05:56:52 2015	1429523812	69	83	152	57
Mon Apr 20 05:56:52 2015	1429523812	72	87	158	63
Mon Apr 20 05:56:53 2015	1429523813	78	83	161	58
Mon Apr 20 05:56:52 2015	1429523812	72	89	161	66
Mon Apr 20 05:56:52 2015	1429523812	86	83	169	62
