starttime	seconds	ctime	dtime	ttime	wait
Mon Apr 20 05:57:00 2015	1429523820	32	62	94	57
Mon Apr 20 05:57:00 2015	1429523820	33	65	99	62
Mon Apr 20 05:56:59 2015	1429523819	37	64	101	62
Mon Apr 20 05:57:00 2015	1429523820	37	67	103	58
Mon Apr 20 05:56:59 2015	1429523819	37	69	105	62
Mon Apr 20 05:57:00 2015	1429523820	35	83	118	59
Mon Apr 20 05:56:59 2015	1429523819	34	87	121	60
Mon Apr 20 05:56:59 2015	1429523819	49	75	123	66
Mon Apr 20 05:56:59 2015	1429523819	38	94	132	66
Mon Apr 20 05:56:59 2015	1429523819	43	89	132	66
