starttime	seconds	ctime	dtime	ttime	wait
Thu Apr 09 07:19:46 2015	1428578386	51	230	280	228
Thu Apr 09 07:19:42 2015	1428578382	55	233	288	229
Thu Apr 09 07:19:43 2015	1428578383	52	258	310	256
Thu Apr 09 07:19:50 2015	1428578390	56	254	310	252
Thu Apr 09 07:19:50 2015	1428578390	61	262	323	257
Thu Apr 09 07:19:37 2015	1428578377	74	257	331	255
Thu Apr 09 07:19:39 2015	1428578379	53	281	334	280
Thu Apr 09 07:19:38 2015	1428578378	49	291	339	290
Thu Apr 09 07:19:51 2015	1428578391	51	289	340	287
Thu Apr 09 07:19:54 2015	1428578394	68	280	348	278
Thu Apr 09 07:19:49 2015	1428578389	48	307	355	307
Thu Apr 09 07:19:54 2015	1428578394	60	296	355	293
Thu Apr 09 07:19:40 2015	1428578380	51	308	359	305
Thu Apr 09 07:19:42 2015	1428578382	55	322	377	318
Thu Apr 09 07:19:47 2015	1428578387	53	332	384	327
Thu Apr 09 07:19:53 2015	1428578393	48	371	419	369
Thu Apr 09 07:19:46 2015	1428578386	50	380	430	375
Thu Apr 09 07:19:49 2015	1428578389	54	376	430	375
Thu Apr 09 07:19:49 2015	1428578389	61	384	445	382
Thu Apr 09 07:19:45 2015	1428578385	54	394	448	391
Thu Apr 09 07:19:45 2015	1428578385	46	424	470	421
Thu Apr 09 07:19:51 2015	1428578391	53	420	473	418
Thu Apr 09 07:19:43 2015	1428578383	56	426	482	421
Thu Apr 09 07:19:41 2015	1428578381	58	427	485	425
Thu Apr 09 07:19:52 2015	1428578392	62	443	505	437
Thu Apr 09 07:19:47 2015	1428578387	55	454	509	450
Thu Apr 09 07:19:50 2015	1428578390	57	453	510	451
Thu Apr 09 07:19:43 2015	1428578383	62	451	513	435
Thu Apr 09 07:19:44 2015	1428578384	55	464	519	460
Thu Apr 09 07:19:41 2015	1428578381	53	470	523	466
Thu Apr 09 07:19:48 2015	1428578388	54	480	534	477
Thu Apr 09 07:19:39 2015	1428578379	54	480	534	476
Thu Apr 09 07:19:44 2015	1428578384	69	470	539	465
Thu Apr 09 07:19:53 2015	1428578393	68	476	544	470
Thu Apr 09 07:19:52 2015	1428578392	58	490	548	486
Thu Apr 09 07:19:40 2015	1428578380	51	502	554	499
Thu Apr 09 07:19:39 2015	1428578379	51	503	554	499
Thu Apr 09 07:19:47 2015	1428578387	59	505	564	503
Thu Apr 09 07:19:37 2015	1428578377	65	499	564	497
Thu Apr 09 07:19:38 2015	1428578378	61	528	589	524
