starttime	seconds	ctime	dtime	ttime	wait
Mon Apr 20 05:57:16 2015	1429523836	57	84	141	60
Mon Apr 20 05:57:16 2015	1429523836	57	88	145	61
Mon Apr 20 05:57:17 2015	1429523837	61	85	146	61
Mon Apr 20 05:57:16 2015	1429523836	60	86	146	60
Mon Apr 20 05:57:17 2015	1429523837	65	82	147	58
Mon Apr 20 05:57:17 2015	1429523837	66	82	148	56
Mon Apr 20 05:57:18 2015	1429523838	61	88	149	63
Mon Apr 20 05:57:17 2015	1429523837	66	84	150	58
Mon Apr 20 05:57:17 2015	1429523837	74	87	160	59
Mon Apr 20 05:57:17 2015	1429523837	90	83	173	58
