starttime	seconds	ctime	dtime	ttime	wait
Mon Apr 20 05:57:06 2015	1429523826	59	80	139	58
Mon Apr 20 05:57:06 2015	1429523826	64	82	147	57
Mon Apr 20 05:57:06 2015	1429523826	62	85	147	61
Mon Apr 20 05:57:05 2015	1429523825	64	84	148	62
Mon Apr 20 05:57:06 2015	1429523826	66	83	149	58
Mon Apr 20 05:57:07 2015	1429523827	60	90	150	63
Mon Apr 20 05:57:06 2015	1429523826	65	85	150	59
Mon Apr 20 05:57:07 2015	1429523827	61	89	150	63
Mon Apr 20 05:57:06 2015	1429523826	68	83	151	60
Mon Apr 20 05:57:07 2015	1429523827	69	87	157	58
